Name,Ticker,Country,Amount
Goodfood Market Corp,FOOD,Canada,0.00%
Matsuya Co Ltd,8237,Japan,0.00%
Warabeya Nichiyo Holdings Co Ltd,2918,Japan,0.00%
Hanssem Co Ltd,009240,South Korea,0.00%
Sajo Industries Co Ltd,007160,South Korea,0.00%
Exchange Income Corp,EIF,Canada,0.00%
Quebecor, Inc.,QBR.A,Canada,0.00%
CHANGE Inc,3962,Japan,0.00%
Foster Electric Co Ltd,6794,Japan,0.00%
CJ CGV Co Ltd,079160,South Korea,0.00%
Youlchon Chemical Co Ltd,008730,South Korea,0.00%
Pharma Foods International Co Ltd,2929,Japan,0.00%
Huons Co Ltd,243070,South Korea,0.00%
CompuGroup Medical SE & Co KgaA ADR,CMPUY,Germany,0.00%
Dongwon F&B Co Ltd,049770,South Korea,0.00%
Hanatour Service Inc,039130,South Korea,0.00%
Chalice Mining Ltd,CHN,Australia,0.00%
Shinsegae Food Co Ltd,031440,South Korea,0.00%
Meiko Network Japan Co Ltd,4668,Japan,0.00%
CT Real Estate Investment Trust,CRT.UN,Canada,0.00%
Goodman Property Trust,GMT,Australia,0.00%
Hankyu Hanshin REIT Inc,8977,Japan,0.00%
Vital Healthcare Property Trust,VHP,New Zealand,0.00%
I-MAB ADR,IMAB,China,0.00%
Akouos Inc Ordinary Shares,AKUS,United States,0.00%
Poseida Therapeutics Inc Ordinary Shares,PSTX,United States,0.00%
Chinook Therapeutics Inc Ordinary Shares,KDNY,United States,0.00%
NOK Corp,7240,Japan,0.00%
Cosmo Energy Holdings Co Ltd,5021,Japan,0.00%
Kotobuki Spirits Co Ltd,2222,Japan,0.00%
Elecom Co Ltd,6750,Japan,0.00%
Yamaguchi Financial Group Inc,8418,Japan,0.00%
Toyota Boshoku Corp,3116,Japan,0.00%
Nippon Paper Industries Co Ltd,3863,Japan,0.00%
Benesse Holdings Inc,9783,Japan,0.00%
Transfar Zhilian Co Ltd,002010,China,0.00%
AK Medical Holdings Ltd,01789,China,0.00%
China Railway Construction Corp Ltd Class H,01186,China,0.00%
China Overseas Property Holdings Ltd,02669,China,0.00%
Global Water Resources Inc,GWRS,United States,0.00%
Oportun Financial Corp,OPRT,United States,0.00%
Eastern Bankshares Inc Ordinary Shares,EBC,United States,0.00%
Array Technologies Inc Ordinary Shares,ARRY,United States,0.00%
Celldex Therapeutics Inc,CLDX,United States,0.00%
Durect Corp,DRRX,United States,0.00%
Computer Programs and Systems Inc,CPSI,United States,0.00%
Catalyst Pharmaceuticals Inc,CPRX,United States,0.00%
Ontrak Inc,OTRK,United States,0.00%
Community Health Systems Inc,CYH,United States,0.00%
Morphic Holding Inc,MORF,United States,0.00%
Athersys Inc,ATHX,United States,0.00%
Cue Biopharma Inc Ordinary Shares,CUE,United States,0.00%
Quotient Ltd,QTNT,United States,0.00%
VBI Vaccines Inc,VBIV,United States,0.00%
OrthoPediatrics Corp,KIDS,United States,0.00%
Agenus Inc,AGEN,United States,0.00%
Anika Therapeutics Inc,ANIK,United States,0.00%
Triple-S Management Corp B,GTS,Puerto Rico,0.00%
Vapotherm Inc,VAPO,United States,0.00%
Fulgent Genetics Inc,FLGT,United States,0.00%
Surgery Partners Inc,SGRY,United States,0.00%
Axogen Inc,AXGN,United States,0.00%
Dynavax Technologies Corp,DVAX,United States,0.00%
Surmodics Inc,SRDX,United States,0.00%
HealthStream Inc,HSTM,United States,0.00%
Antares Pharma Inc,ATRS,United States,0.00%
CEL-SCI Corp,CVM,United States,0.00%
Amneal Pharmaceuticals Inc Ordinary Shares - Class A,AMRX,United States,0.00%
Viking Therapeutics Inc,VKTX,United States,0.00%
Fluidigm Corp,FLDM,United States,0.00%
Alphatec Holdings Inc,ATEC,United States,0.00%
ViewRay Inc,VRAY,United States,0.00%
Vaxart Inc,VXRT,United States,0.00%
OraSure Technologies Inc,OSUR,United States,0.00%
Option Care Health Inc,OPCH,United States,0.00%
Meridian Bioscience Inc,VIVO,United States,0.00%
Accolade Inc Ordinary Shares,ACCD,United States,0.00%
Brookdale Senior Living Inc,BKD,United States,0.00%
Natus Medical Inc,NTUS,United States,0.00%
Tivity Health Inc,TVTY,United States,0.00%
LeMaitre Vascular Inc,LMAT,United States,0.00%
National Research Corp Class A,NRC,United States,0.00%
Albireo Pharma Inc,ALBO,United States,0.00%
Intersect ENT Inc,XENT,United States,0.00%
BioXcel Therapeutics Inc,BTAI,United States,0.00%
GoHealth Inc Ordinary Shares - Class A,GOCO,United States,0.00%
Dime Community Bancshares Inc,DCOM,United States,0.00%
Peapack Gladstone Financial Corp,PGC,United States,0.00%
TriState Capital Holdings Inc,TSC,United States,0.00%
Byline Bancorp Inc,BY,United States,0.00%
Peoples Bancorp Inc (Marietta OH),PEBO,United States,0.00%
First Community Bankshares Inc,FCBC,United States,0.00%
CrossFirst Bankshares Inc Ordinary Shares,CFB,United States,0.00%
Midland States Bancorp Inc,MSBI,United States,0.00%
HCI Group Inc,HCI,United States,0.00%
Bar Harbor Bankshares Inc,BHB,United States,0.00%
Bank First Corp,BFC,United States,0.00%
AssetMark Financial Holdings Inc,AMK,United States,0.00%
Republic Bancorp Inc Class A,RBCAA,United States,0.00%
MBIA Inc,MBI,United States,0.00%
Universal Insurance Holdings Inc,UVE,United States,0.00%
Capital City Bank Group Inc,CCBG,United States,0.00%
Citizens Inc,CIA,United States,0.00%
Mercantile Bank Corp,MBWM,United States,0.00%
Origin Bancorp Inc,OBNK,United States,0.00%
Camden National Corp,CAC,United States,0.00%
Heritage Commerce Corp,HTBK,United States,0.00%
Northfield Bancorp Inc,NFBK,United States,0.00%
QCR Holdings Inc,QCRH,United States,0.00%
Arrow Financial Corp,AROW,United States,0.00%
Great Southern Bancorp Inc,GSBC,United States,0.00%
Customers Bancorp Inc,CUBI,United States,0.00%
United Fire Group Inc,UFCS,United States,0.00%
Central Pacific Financial Corp,CPF,United States,0.00%
Community Trust Bancorp Inc,CTBI,United States,0.00%
Bank of Marin Bancorp,BMRC,United States,0.00%
Independent Bank Corp (Ionia MI),IBCP,United States,0.00%
First Mid Bancshares Inc,FMBH,United States,0.00%
FBL Financial Group Inc,FFG,United States,0.00%
Altabancorp,ALTA,United States,0.00%
CBTX Inc,CBTX,United States,0.00%
Merchants Bancorp,MBIN,United States,0.00%
Waterstone Financial Inc,WSBF,United States,0.00%
First of Long Island Corp,FLIC,United States,0.00%
Diamond Hill Investment Group Inc Class A,DHIL,United States,0.00%
National Western Life Group Inc Class A,NWLI,United States,0.00%
First Financial Corp,THFF,United States,0.00%
Flushing Financial Corp,FFIC,United States,0.00%
Ellington Financial Inc,EFC,United States,0.00%
Watford Holdings Ltd,WTRE,United States,0.00%
Univest Financial Corp,UVSP,United States,0.00%
HarborOne Bancorp Inc,HONE,United States,0.00%
World Acceptance Corp,WRLD,United States,0.00%
TPG RE Finance Trust Inc,TRTX,United States,0.00%
Capstead Mortgage Corp,CMO,United States,0.00%
Granite Point Mortgage Trust Inc,GPMT,United States,0.00%
Ready Capital Corp,RC,United States,0.00%
KKR Real Estate Finance Trust Inc,KREF,United States,0.00%
Dynex Capital Inc,DX,United States,0.00%
Ares Commercial Real Estate Corp,ACRE,United States,0.00%
Hawaiian Holdings Inc,HA,United States,0.00%
BrightView Holdings Inc,BV,United States,0.00%
Omega Flex Inc,OFLX,United States,0.00%
Resources Connection Inc,RGP,United States,0.00%
Manitowoc Co Inc,MTW,United States,0.00%
Foundation Building Materials Inc,FBM,United States,0.00%
DXP Enterprises Inc,DXPE,United States,0.00%
Ennis Inc,EBF,United States,0.00%
Systemax Inc,SYX,United States,0.00%
Barrett Business Services Inc,BBSI,United States,0.00%
Insteel Industries Inc,IIIN,United States,0.00%
Forrester Research Inc,FORR,United States,0.00%
National Presto Industries Inc,NPK,United States,0.00%
Kimball International Inc Class B,KBAL,United States,0.00%
IES Holdings Inc,IESC,United States,0.00%
Yamato Kogyo Co Ltd,5444,Japan,0.00%
SKY Perfect JSAT Corp,9412,Japan,0.00%
Ichigo Inc,2337,Japan,0.00%
Kissei Pharmaceutical Co Ltd,4547,Japan,0.00%
RAPT Therapeutics Inc Ordinary Shares,RAPT,United States,0.00%
Prothena Corp PLC,PRTA,Ireland,0.00%
Rubius Therapeutics Inc,RUBY,United States,0.00%
Legend Biotech Corp ADR,LEGN,United States,0.00%
Entra ASA,ENTRA,Norway,0.00%
British American Tobacco PLC ADR,BTI,United Kingdom,0.00%
S&T AG,SANT,Austria,0.00%
Morgan Advanced Materials PLC,MGAM,United Kingdom,0.00%
Biotage AB,BIOT,Sweden,0.00%
Atea ASA,ATEA,Norway,0.00%
Burckhardt Compression Holding AG,BCHN,Switzerland,0.00%
Brewin Dolphin Holdings PLC,BRW,United Kingdom,0.00%
Frasers Group PLC,FRAS,United Kingdom,0.00%
Euskaltel SA,EKT,Spain,0.00%
Crest Nicholson Holdings PLC,CRST,United Kingdom,0.00%
S IMMO AG,SPI,Austria,0.00%
Tessenderlo Group NV,TESB,Belgium,0.00%
Scandinavian Tobacco Group A/S,STG,Denmark,0.00%
Asseco Poland SA,ACP,Poland,0.00%
YIT Oyj,YIT,Finland,0.00%
Swissquote Group Holding SA,SQN,Switzerland,0.00%
KBC Ancora CVA,KBCA,Belgium,0.00%
Barco NV,BAR,Belgium,0.00%
Basic-Fit NV,BFIT,Netherlands,0.00%
Kongsberg Gruppen ASA,KOG,Norway,0.00%
AIB Group PLC,A5G,United Kingdom,0.00%
Euromoney Institutional Investor PLC,ERM,United Kingdom,0.00%
Fagron SA,FAGR,Belgium,0.00%
Jupiter Fund Management PLC,JUP,United Kingdom,0.00%
Hill & Smith Holdings PLC,HILS,United Kingdom,0.00%
Polypipe Group PLC,PLP,United Kingdom,0.00%
Aker ASA A,AKER,Norway,0.00%
Huber+Suhner AG,HUBN,Switzerland,0.00%
SpareBank 1 SMN,MING,Norway,0.00%
Vesuvius PLC,VSVS,United Kingdom,0.00%
Technogym SpA,TGYM,Italy,0.00%
RHI Magnesita NV Ordinary Shares,RHIM,Austria,0.00%
DFDS A/S,DFDS,Denmark,0.00%
Coats Group PLC,COA,United Kingdom,0.00%
Ipsos SA,IPS,France,0.00%
Sydbank A/S,SYDB,Denmark,0.00%
Schouw & Co A/S,SCHO,Denmark,0.00%
Electrolux Professional AB Class B,EPRO B,Sweden,0.00%
NKT A/S,NKT,Denmark,0.00%
Lindab International AB,LIAB,Sweden,0.00%
zooplus AG,ZO1,Germany,0.00%
Lenzing AG,LNZ,Austria,0.00%
Kardex Holding AG Registered Shares,KARN,Switzerland,0.00%
Virbac SA,VIRP,France,0.00%
Agfa-Gevaert NV,AGFB,Belgium,0.00%
Aryzta AG,ARYN,Switzerland,0.00%
UNIQA Insurance Group AG,UQA,Austria,0.00%
Nobia AB,NOBI,Sweden,0.00%
Construcciones y Auxiliar de Ferrocarriles SA,CAF,Spain,0.00%
Tamburi Investment Partners SpA,TIP,Italy,0.00%
ASTM SpA,AT,Italy,0.00%
Immofinanz AG,IIA,Austria,0.00%
Arjo AB Class B,ARJO B,Sweden,0.00%
Playtech PLC,PTEC,United Kingdom,0.00%
Intertrust NV,INTER,Netherlands,0.00%
Greencore Group PLC,GNC,United Kingdom,0.00%
Falck Renewables SpA,FKR,Italy,0.00%
Kainos Group PLC,KNOS,United Kingdom,0.00%
SA D'Ieteren NV,DIE,Belgium,0.00%
Dunelm Group PLC,DNLM,United Kingdom,0.00%
Montea Comm.VA,MONT,Belgium,0.00%
NSI NV,NSI,Netherlands,0.00%
Hibernia REIT PLC,HBRN,Ireland,0.00%
Befimmo SA Act,BEFB,Belgium,0.00%
Babcock International Group PLC,BAB,United Kingdom,0.00%
Deutsche EuroShop AG,DEQ,Germany,0.00%
Krones AG,KRN,Germany,0.00%
Sixt SE Participating Preferred,SIX3,Germany,0.00%
Indivior PLC,INDV,United Kingdom,0.00%
Fnac Darty SA,FNAC,France,0.00%
C&C Group PLC,CCR,United Kingdom,0.00%
Ceconomy AG,CEC,Germany,0.00%
Sacyr SA,SCYR,Spain,0.00%
Fuchs Petrolub SE,FPE,Germany,0.00%
DWS Group GmbH & Co KGaA,DWS,Germany,0.00%
UnipolSai SPA,US,Italy,0.00%
Saipem SpA,SPM,Italy,0.00%
AO World PLC,AO.,United Kingdom,0.00%
Norwegian Finans Holding ASA,NOFI,Norway,0.00%
Salvatore Ferragamo SpA,SFER,Italy,0.00%
Pfeiffer Vacuum Technology AG,PFV,Germany,0.00%
Grenke AG,GLJ,Germany,0.00%
VZ Holding AG,VZN,Switzerland,0.00%
Compania de Distribucion Integral Logista Holdings SA,LOG,Spain,0.00%
Banco Comercial Portugues SA,BCP,Portugal,0.00%
Citycon Oyj,CTY1S,Finland,0.00%
Salzgitter AG,SZG,Germany,0.00%
Hammerson PLC,HMSO,United Kingdom,0.00%
Camping World Holdings Inc Class A,CWH,United States,0.00%
Antero Resources Corp,AR,United States,0.00%
Liberty Braves Group C,BATRK,United States,0.00%
K12 Inc,LRN,United States,0.00%
United Natural Foods Inc,UNFI,United States,0.00%
Dril-Quip Inc,DRQ,United States,0.00%
Continental Resources Inc,CLR,United States,0.00%
Netgear Inc,NTGR,United States,0.00%
CTS Corp,CTS,United States,0.00%
Axcelis Technologies Inc,ACLS,United States,0.00%
Benchmark Electronics Inc,BHE,United States,0.00%
PAR Technology Corp,PAR,United States,0.00%
Unisys Corp,UIS,United States,0.00%
Orion Engineered Carbons SA,OEC,Germany,0.00%
GameStop Corp Class A,GME,United States,0.00%
G-III Apparel Group Ltd,GIII,United States,0.00%
QuinStreet Inc,QNST,United States,0.00%
Marcus & Millichap Inc,MMI,United States,0.00%
Jamf Holding Corp Ordinary Shares,JAMF,United States,0.00%
Lawson Products Inc,LAWS,United States,0.00%
Arlo Technologies Inc,ARLO,United States,0.00%
DSP Group Inc,DSPG,United States,0.00%
Daseke Inc,DSKE,United States,0.00%
Bonanza Creek Energy Inc,BCEI,United States,0.00%
OneSpaWorld Holdings Ltd,OSW,United States,0.00%
MasterCraft Boat Holdings Inc,MCFT,United States,0.00%
Consolidated Communications Holdings Inc,CNSL,United States,0.00%
Miller Industries Inc.,MLR,United States,0.00%
United States Cellular Corp,USM,United States,0.00%
International Money Express Inc,IMXI,United States,0.00%
Ethan Allen Interiors Inc,ETH,United States,0.00%
Motorcar Parts of America Inc,MPAA,United States,0.00%
TrueCar Inc,TRUE,United States,0.00%
Tidewater Inc,TDW,United States,0.00%
Lands' End Inc,LE,United States,0.00%
The Hackett Group Inc,HCKT,United States,0.00%
Farmers National Banc Corp,FMNB,United States,0.00%
Hingham Institution for Savings,HIFS,United States,0.00%
QEP Resources Inc,QEP,United States,0.00%
Callon Petroleum Co,CPE,United States,0.00%
SunCoke Energy Inc,SXC,United States,0.00%
Hooker Furniture Corp,HOFT,United States,0.00%
Trevena Inc,TRVN,United States,0.00%
AXT Inc,AXTI,United States,0.00%
CRA International Inc,CRAI,United States,0.00%
Ranpak Holdings Corp Ordinary Shares - Class A,PACK,United States,0.00%
NAPCO Security Technologies Inc,NSSC,United States,0.00%
Rayonier Advanced Materials Inc,RYAM,United States,0.00%
Sonic Automotive Inc Class A,SAH,United States,0.00%
Everi Holdings Inc,EVRI,United States,0.00%
Duck Creek Technologies Inc Ordinary Shares,DCT,United States,0.00%
Archrock Inc,AROC,United States,0.00%
GoPro Inc A,GPRO,United States,0.00%
Lindblad Expeditions Holdings Inc,LIND,United States,0.00%
West Bancorp Inc,WTBA,United States,0.00%
Sierra Bancorp,BSRR,United States,0.00%
Financial Institutions Inc,FISI,United States,0.00%
Gannett Co Inc,GCI,United States,0.00%
Anterix Inc,ATEX,United States,0.00%
Mercer International Inc,MERC,Germany,0.00%
Titan Machinery Inc,TITN,United States,0.00%
Houghton Mifflin Harcourt Co,HMHC,United States,0.00%
Atlantic Capital Bancshares Inc,ACBI,United States,0.00%
Amyris Inc,AMRS,United States,0.00%
Clarus Corp,CLAR,United States,0.00%
Central Garden & Pet Co,CENT,United States,0.00%
Forterra Inc,FRTA,United States,0.00%
Revolve Group Inc Class A,RVLV,United States,0.00%
CNB Financial Corp,CCNE,United States,0.00%
Citi Trends Inc,CTRN,United States,0.00%
SciPlay Corp,SCPL,United States,0.00%
MoneyGram International Inc,MGI,United States,0.00%
Nabors Industries Ltd,NBR,United States,0.00%
Forestar Group Inc,FOR,United States,0.00%
SeaSpine Holdings Corp,SPNE,United States,0.00%
Cadiz Inc,CDZI,United States,0.00%
OptimizeRx Corp,OPRX,United States,0.00%
Aspen Aerogels Inc,ASPN,United States,0.00%
Equity Bancshares Inc A,EQBK,United States,0.00%
Hanmi Financial Corp,HAFC,United States,0.00%
Loral Space & Communications Inc,LORL,United States,0.00%
HomeTrust Bancshares Inc,HTBI,United States,0.00%
Waitr Holdings Inc Class A,WTRH,United States,0.00%
The Lovesac Co,LOVE,United States,0.00%
Molecular Templates Inc,MTEM,United States,0.00%
Golden Entertainment Inc,GDEN,United States,0.00%
US Silica Holdings Inc,SLCA,United States,0.00%
TransMedics Group Inc,TMDX,United States,0.00%
Shoe Carnival Inc,SCVL,United States,0.00%
FutureFuel Corp,FF,United States,0.00%
UFP Technologies Inc,UFPT,United States,0.00%
Brigham Minerals Inc,MNRL,United States,0.00%
Utah Medical Products Inc,UTMD,United States,0.00%
Dillard's Inc Class A,DDS,United States,0.00%
AMC Networks Inc A,AMCX,United States,0.00%
Inter Parfums Inc,IPAR,United States,0.00%
Kimball Electronics Inc,KE,United States,0.00%
American Public Education Inc,APEI,United States,0.00%
Haverty Furniture Companies Inc,HVT,United States,0.00%
Resolute Forest Products Inc,RFP,Canada,0.00%
Clean Energy Fuels Corp,CLNE,United States,0.00%
Lydall Inc,LDL,United States,0.00%
Designer Brands Inc,DBI,United States,0.00%
Avid Technology Inc,AVID,United States,0.00%
Digi International Inc,DGII,United States,0.00%
Endurance International Group Holdings Inc,EIGI,United States,0.00%
Guess? Inc,GES,United States,0.00%
Liberty Latin America Ltd,LILA,United States,0.00%
Sportsman's Warehouse Holdings Inc,SPWH,United States,0.00%
John B Sanfilippo & Son Inc,JBSS,United States,0.00%
Inseego Corp,INSG,United States,0.00%
Clearway Energy Inc,CWEN.A,United States,0.00%
Rackspace Technology Inc Ordinary Shares,RXT,United States,0.00%
MGP Ingredients Inc,MGPI,United States,0.00%
1-800-Flowers.com Inc Class A,FLWS,United States,0.00%
RE/MAX Holdings Inc Class A,RMAX,United States,0.00%
Tootsie Roll Industries Inc,TR,United States,0.00%
Ingles Markets Inc Class A,IMKTA,United States,0.00%
Digimarc Corp,DMRC,United States,0.00%
Veritone Inc,VERI,United States,0.00%
The RMR Group Inc Class A,RMR,United States,0.00%
Johnson Outdoors Inc Class A,JOUT,United States,0.00%
Koppers Holdings Inc,KOP,United States,0.00%
US Concrete Inc,USCR,United States,0.00%
MSG Networks Inc Class A,MSGN,United States,0.00%
Myers Industries Inc,MYE,United States,0.00%
Helix Energy Solutions Group Inc,HLX,United States,0.00%
Turning Point Brands Inc,TPB,United States,0.00%
Arch Resources Inc,ARCH,United States,0.00%
Liberty Oilfield Services Inc,LBRT,United States,0.00%
Alpha & Omega Semiconductor Ltd,AOSL,Hong Kong,0.00%
PC Connection Inc,CNXN,United States,0.00%
Vertex Inc Class A,VERX,United States,0.00%
CarParts.com Inc,PRTS,United States,0.00%
PQ Group Holdings Inc,PQG,United States,0.00%
AdvanSix Inc,ASIX,United States,0.00%
Ruth's Hospitality Group Inc,RUTH,United States,0.00%
Green Plains Inc,GPRE,United States,0.00%
Silvergate Capital Corp Class A,SI,United States,0.00%
Donnelley Financial Solutions Inc,DFIN,United States,0.00%
Gogo Inc,GOGO,United States,0.00%
Century Aluminum Co,CENX,United States,0.00%
American Software Inc Class A,AMSWA,United States,0.00%
Comtech Telecommunications Corp,CMTL,United States,0.00%
Hawkins Inc,HWKN,United States,0.00%
ProPetro Holding Corp,PUMP,United States,0.00%
Par Pacific Holdings Inc,PARR,United States,0.00%
Carriage Services Inc,CSV,United States,0.00%
Lions Gate Entertainment Corp,LGF.A,United States,0.00%
Phathom Pharmaceuticals Inc Ordinary shares,PHAT,United States,0.00%
International Seaways Inc,INSW,United States,0.00%
Caleres Inc,CAL,United States,0.00%
Accel Entertainment Inc Class A1,ACEL,United States,0.00%
Cambridge Bancorp,CATC,United States,0.00%
Avid Bioservices Inc,CDMO,United States,0.00%
Beazer Homes USA Inc,BZH,United States,0.00%
Winmark Corp,WINA,United States,0.00%
Cardiff Oncology Inc,CRDF,United States,0.00%
REX American Resources Corp,REX,United States,0.00%
Chuy's Holdings Inc,CHUY,United States,0.00%
Vital Farms Inc Ordinary Shares,VITL,United States,0.00%
AVITA Medical Inc,RCEL,United States,0.00%
Benefitfocus Inc,BNFT,United States,0.00%
American Vanguard Corp,AVD,United States,0.00%
Party City Holdco Inc,PRTY,United States,0.00%
Marine Products Corp,MPX,United States,0.00%
Cutera Inc,CUTR,United States,0.00%
CVR Energy Inc,CVI,United States,0.00%
SMART Global Holdings Inc,SGH,United States,0.00%
Vishay Precision Group Inc,VPG,United States,0.00%
Tredegar Corp,TG,United States,0.00%
ChannelAdvisor Corp,ECOM,United States,0.00%
Usana Health Sciences Inc,USNA,United States,0.00%
Oxford Industries Inc,OXM,United States,0.00%
Smith & Wesson Brands Inc,SWBI,United States,0.00%
Warrior Met Coal Inc,HCC,United States,0.00%
Cardtronics PLC,CATM,United States,0.00%
Kraton Corp,KRA,United States,0.00%
Veeco Instruments Inc,VECO,United States,0.00%
Meredith Corp,MDP,United States,0.00%
Lumber Liquidators Holdings Inc,LL,United States,0.00%
CEVA Inc,CEVA,United States,0.00%
Celsius Holdings Inc,CELH,United States,0.00%
e.l.f. Beauty Inc,ELF,United States,0.00%
Patterson-UTI Energy Inc,PTEN,United States,0.00%
Weis Markets Inc,WMK,United States,0.00%
BellRing Brands Inc Class A,BRBR,United States,0.00%
Seaboard Corp,SEB,United States,0.00%
Ping Identity Holding Corp Ordinary Shares,PING,United States,0.00%
Perdoceo Education Corp,PRDO,United States,0.00%
SiTime Corp Ordinary Shares,SITM,United States,0.00%
Chase Corp,CCF,United States,0.00%
Zumiez Inc,ZUMZ,United States,0.00%
Ballys Corp Shs -144A-,BALY,United States,0.00%
Photronics Inc,PLAB,United States,0.00%
Buckle Inc,BKE,United States,0.00%
Cincinnati Bell Inc,CBB,United States,0.00%
Cars.com Inc,CARS,United States,0.00%
iHeartMedia Inc,IHRT,United States,0.00%
The Chefs' Warehouse Inc,CHEF,United States,0.00%
Ichor Holdings Ltd,ICHR,United States,0.00%
Diebold Nixdorf Inc,DBD,United States,0.00%
The E W Scripps Co Class A,SSP,United States,0.00%
BJ's Restaurants Inc,BJRI,United States,0.00%
Neenah Inc,NP,United States,0.00%
Scholastic Corp,SCHL,United States,0.00%
Delek US Holdings Inc,DK,United States,0.00%
Ebix Inc,EBIX,United States,0.00%
Impinj Inc,PI,United States,0.00%
Purple Innovation Inc Ordinary Shares - Class A,PRPL,United States,0.00%
QAD Inc,QADA,United States,0.00%
Rite Aid Corp,RAD,United States,0.00%
Extreme Networks Inc,EXTR,United States,0.00%
MarineMax Inc,HZO,United States,0.00%
The Michaels Companies Inc,MIK,United States,0.00%
Franchise Group Inc Class A,FRG,United States,0.00%
Conduent Inc,CNDT,United States,0.00%
Denny's Corp,DENN,United States,0.00%
Magnolia Oil & Gas Corp,MGY,United States,0.00%
Fresh Del Monte Produce Inc,FDP,United States,0.00%
Albertsons Companies Inc Class A,ACI,United States,0.00%
Monarch Casino & Resort Inc,MCRI,United States,0.00%
Collectors Universe Inc,CLCT,United States,0.00%
Kosmos Energy Ltd,KOS,United States,0.00%
Brightcove Inc,BCOV,United States,0.00%
MTS Systems Corp,MTSC,United States,0.00%
Hibbett Sports Inc,HIBB,United States,0.00%
PDF Solutions Inc,PDFS,United States,0.00%
SpartanNash Co,SPTN,United States,0.00%
America's Car-Mart Inc,CRMT,United States,0.00%
Harmonic Inc,HLIT,United States,0.00%
ScanSource Inc,SCSC,United States,0.00%
Tucows Inc,TCX,Canada,0.00%
Andersons Inc,ANDE,United States,0.00%
Unitil Corp,UTL,United States,0.00%
Stoneridge Inc,SRI,United States,0.00%
Glatfelter Corp,GLT,United States,0.00%
Boingo Wireless Inc,WIFI,United States,0.00%
PBF Energy Inc Class A,PBF,United States,0.00%
Children's Place Inc,PLCE,United States,0.00%
DMC Global Inc,BOOM,United States,0.00%
XPEL Inc,XPEL,United States,0.00%
Adtran Inc,ADTN,United States,0.00%
Nautilus Inc,NLS,United States,0.00%
Armada Hoffler Properties Inc,AHH,United States,0.00%
Front Yard Residential Corp,RESI,United States,0.00%
American Finance Trust Inc Class A,AFIN,United States,0.00%
CoreCivic Inc,CXW,United States,0.00%
New Senior Investment Group Inc,SNR,United States,0.00%
CatchMark Timber Trust Inc Class A,CTT,United States,0.00%
Urstadt Biddle Properties Inc Class A,UBA,United States,0.00%
Chatham Lodging Trust,CLDT,United States,0.00%
Gladstone Commercial Corp,GOOD,United States,0.00%
Global Medical REIT Inc,GMRE,United States,0.00%
Universal Health Realty Income Trust,UHT,United States,0.00%
UMH Properties Inc,UMH,United States,0.00%
RPT Realty,RPT,United States,0.00%
Preferred Apartment Communities Inc,APTS,United States,0.00%
NexPoint Residential Trust Inc,NXRT,United States,0.00%
Whitestone REIT Class B,WSR,United States,0.00%
Tanger Factory Outlet Centers Inc,SKT,United States,0.00%
Summit Hotel Properties Inc,INN,United States,0.00%
Orchid Island Capital Inc,ORC,United States,0.00%
Franklin Street Properties Corp,FSP,United States,0.00%
City Office REIT Inc,CIO,Canada,0.00%
Saul Centers Inc,BFS,United States,0.00%
Getty Realty Corp,GTY,United States,0.00%
Community Healthcare Trust Inc,CHCT,United States,0.00%
Brookfield Infrastructure Corp Ordinary Shares - Class A (Subordinate Share,BIPC,Brazil,0.00%
Novagold Resources Inc,NG,Canada,0.00%
ANI Pharmaceuticals Inc,ANIP,United States,0.00%
Calithera Biosciences Inc,CALA,United States,0.00%
Spero Therapeutics Inc,SPRO,United States,0.00%
Syros Pharmaceuticals Inc,SYRS,United States,0.00%
Fusion Pharmaceuticals Inc Ordinary Shares,FUSN,Canada,0.00%
Inozyme Pharma Inc Ordinary Shares,INZY,United States,0.00%
Crinetics Pharmaceuticals Inc,CRNX,United States,0.00%
XBiotech Inc,XBIT,United States,0.00%
Avadel Pharmaceuticals PLC ADR,AVDL,United States,0.00%
Pandion Therapeutics Inc Ordinary Shares,PAND,United States,0.00%
Harpoon Therapeutics Inc,HARP,United States,0.00%
Gamida Cell Ltd,GMDA,Israel,0.00%
New Zealand dollar,,,0.00%
Shiga Bank Ltd,8366,Japan,0.00%
The 77 Bank Ltd,8341,Japan,0.00%
Toyobo Co Ltd,3101,Japan,0.00%
FUJI Seal International Inc,7864,Japan,0.00%
ASKUL Corp,2678,Japan,0.00%
Kandenko Co Ltd,1942,Japan,0.00%
Tokai Rika Co Ltd,6995,Japan,0.00%
Japan Aviation Electronics Industry Ltd,6807,Japan,0.00%
Noevir Holdings Co Ltd,4928,Japan,0.00%
Sumitomo Osaka Cement Co Ltd,5232,Japan,0.00%
Pilot Corp,7846,Japan,0.00%
Mitsubishi Shokuhin Co Ltd,7451,Japan,0.00%
Heiwa Corp,6412,Japan,0.00%
Sanrio Co Ltd,8136,Japan,0.00%
Life360 Inc Chess Depository Interest,360,United States,0.00%
Enel Chile SA ADR,ENIC,Chile,0.00%
Telecom Argentina SA ADR,TEO,Argentina,0.00%
Bangkok Commercial Asset Management PCL NVDR,BAM-R,Thailand,0.00%
MCB Bank Ltd,MCB,Pakistan,0.00%
Asset World Corp PCL NVDR,AWC-R,Thailand,0.00%
Polish złoty,-CASH-,,0.00%
Wizz Air Holdings PLC,WIZZ,United Kingdom,0.00%
